Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
nvidia,-0.0188105898914265,0.010249818915933,-0.167172080419149,0,0,0,0.240394331617002,0.000357684284600866,-3.61913558198442E-09,-2.92942384657851E-07,0.000746477971691014,4.03533275235887E-06,0.000399399110650853,0,0,0,0,0,0,package://model13/meshes/nvidia.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://model13/meshes/nvidia.STL,,NVDIA_Jetson-4,Origin_nvidia,Axis_nvidia,nvidia,fixed,0.418367655264176,-0.191953362348841,0.0363810058695082,-1.57662480510981,0,-1.5707963267949,base_link,0,0,0,,,,,,,,,,,,
"pusher ",2.1551056943736E-06,-0.018651937691236,-0.00500218320308374,0,0,0,0.178349620601898,0.000104963063913374,1.02060378727173E-08,-1.01550125204327E-09,0.000790801176064351,2.89504152977984E-09,0.000821450762381197,0,0,0,0,0,0,package://model13/meshes/pusher .STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://model13/meshes/pusher .STL,,pusher (1)-1,"Origin_pusher ","Axis_pusher ","pusher ",fixed,0.12800972713721,-0.171668848940021,0.00555337054790796,3.13576417527487,0,1.5707963267949,base_link,0,0,0,0,0,0,0,,,,,,,,
camera2,0.0517232586747521,0.023709025756193,0.00928761272236944,0,0,0,0.0436119950287123,4.29479133591141E-06,8.85791114061599E-10,1.01813691676042E-09,2.21058141232443E-05,2.17579681215268E-08,2.35707058046395E-05,0,0,0,0,0,0,package://model13/meshes/camera2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://model13/meshes/camera2.STL,,Webcam_C920-2,Origin_camera2,Axis_camera2,camera2,fixed,0.12829,-0.12117,0.18555,-1.5708,0,-1.5708,base_link,0,0,0,,,,,,,,,,,,
left_rear_wheel_suspension,0.00153023333982266,-0.00499966029225212,0,0,0,0,0.0239463719407108,1.07207044697232E-06,7.55670848597818E-21,7.36525819016059E-22,5.97423909283024E-06,1.98119697632812E-22,5.30127484486976E-06,0,0,0,0,0,0,package://model13/meshes/left_rear_wheel_suspension.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://model13/meshes/left_rear_wheel_suspension.STL,,suspension2-4,Origin_left_rear_wheel_suspension_joint2,Axis_left_rear_wheel_suspension_joint,left_rear_wheel_suspension_joint,prismatic,0.43301,-0.25638,-0.023763,1.5708,-0.0058285,0,base_link,0,1,0,1000,1000,0,0.008,,,,,,,,
left_rear_wheel_motor,-2.79575138500757E-05,0.00194907944399031,-0.0129364619296243,0,0,0,0.0411670033844285,1.15503164126153E-05,-2.96411876568271E-09,-1.6484530207215E-08,6.93803138202262E-06,1.56454773172926E-07,9.57898906372991E-06,0,0,0,0,0,0,package://model13/meshes/left_rear_wheel_motor.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://model13/meshes/left_rear_wheel_motor.STL,,Dynamixel MX-28-21,Origin_left_rear_wheel_motor_joint2,,left_rear_wheel_motor_joint,fixed,-0.0003,-0.021785,-0.01,3.1416,0,-1.5708,left_rear_wheel_suspension,0,0,0,3.1,7,,,,,,,,,,
left_rear_wheel,0.0158391990185435,-2.42861286636753E-16,3.05311331771918E-15,0,0,0,0.22822169800504,0.0007892115763339,-4.80833879957454E-21,3.92655864930641E-18,0.000410429434291421,-3.4423948372007E-19,0.00041042943429142,0,0,0,0,0,0,package://model13/meshes/left_rear_wheel.STL,1,1,1,1,0,0,0,0,0,0,package://model13/meshes/left_rear_wheel.STL,,Wheel_3dprintABS-15,Origin_left_rear_wheel_joint3,Axis_left_rear_wheel_joint3,left_rear_wheel_joint,continuous,0,0.0133,-0.02475,1.565,1.5708,0,left_rear_wheel_motor,1,0,0,3.1,7,,,,,,,,,,
imu,-1.38777878078145E-16,-0.0149989808767562,0.000174850389471126,0,0,0,0.357,0.00022015,1.27359651722959E-20,1.79584324944282E-20,0.000443265298276307,-8.32231306955799E-07,0.000371884701723694,0,0,0,0,0,0,package://model13/meshes/imu.STL,1,1,1,1,0,0,0,0,0,0,package://model13/meshes/imu.STL,,part3-1,Origin_imu,Axis_imu,imu,fixed,0.191905075680549,-0.167631459517847,0.165926321909531,1.57662480510981,0,1.5707963267949,base_link,0,0,0,,,,,,,,,,,,
lidar,-0.0784930233660221,0.704427434033768,0.133449662293357,0,0,0,0.0730845732929087,1.95808759390575E-05,-4.28391154523504E-07,1.03933564372488E-07,4.14184520273689E-05,-9.42736038261699E-09,2.41250082140248E-05,0,0,0,0,0,0,package://model13/meshes/lidar.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://model13/meshes/lidar.STL,,RPLidar-5,Origin_lidar,Axis_lidar,lidar,fixed,0.143389290477949,-0.668639214935676,0.0942405393952655,-1.5707963267949,-1.55913937016508,1.5707963267949,imu,0,0,0,,,,,,,,,,,,
right_rear_wheel_suspension,0.00153023333982261,-0.00499966029225211,1.38777878078145E-17,0,0,0,0.0239463719407107,1.07207044697232E-06,7.23700317922644E-21,1.27016794423617E-21,5.97423909283022E-06,7.63453947512924E-23,5.30127484486975E-06,0,0,0,0,0,0,package://model13/meshes/right_rear_wheel_suspension.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://model13/meshes/right_rear_wheel_suspension.STL,,suspension2-3,Origin_right_rear_wheel_suspension_joint2,Axis_right_rear_wheel_suspension_joint,right_rear_wheel_suspension_joint,prismatic,0.43301,-0.086381,-0.023668,1.5708,-0.0058285,0,base_link,0,1,0,1000,1000,0,0.008,,,,,,,,
right_rear_wheel_motor,-2.79575138501173E-05,0.00194907944399025,-0.0129364619296243,0,0,0,0.0411670033844285,1.15503164126153E-05,-2.9641187656826E-09,-1.64845302071905E-08,6.93803138202261E-06,1.56454773172915E-07,9.57898906372989E-06,0,0,0,0,0,0,package://model13/meshes/right_rear_wheel_motor.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://model13/meshes/right_rear_wheel_motor.STL,,Dynamixel MX-28-20,Origin_right_rear_wheel_motor_joint2,,right_rear_wheel_motor_joint,fixed,-0.0003,-0.021785,0.01,0,0,1.5708,right_rear_wheel_suspension,0,0,0,3.1,7,,,,,,,,,,
right_rear_wheel,0.0158391990185425,1.04083408558608E-16,2.22044604925031E-16,0,0,0,0.22822169800504,0.000789211576333899,-7.31859879096361E-21,-1.32493863952895E-18,0.000410429434291421,-3.50989277518502E-19,0.00041042943429142,0,0,0,0,0,0,package://model13/meshes/right_rear_wheel.STL,1,1,1,1,0,0,0,0,0,0,package://model13/meshes/right_rear_wheel.STL,,Wheel_3dprintABS-14,Origin_right_rear_wheel_joint3,Axis_right_rear_wheel_joint3,right_rear_wheel_joint,continuous,0,0.0133,-0.02475,1.5766,1.5708,0,right_rear_wheel_motor,1,0,0,3.1,7,,,,,,,,,,
